review,label,score,tokenized
평점이 9점이상이길래 오랜만에 영화관 가서 봤는데 스토리 흘러가는게 너무 뻔하다는 생각을 했네요 ..ㅠ 좀 실망했습니다,95 %,부정,"['평점', '9점', '오랜만에', '영화', '가서', '봤는데', '스토리', '흘러가는게', '너무', '뻔하', '생각', '했네요', '..', '좀', '실망']"
하...쿠폰으로 봐서 다행이지...돈내고 봤으면 억울할뻔했네!!,99 %,부정,"['하...쿠폰으로', '봐서', '다행이지...돈내고', '봤으면', '억울할뻔했네!!']"
90년대를 배경으로 회사비리유출이라는 무거운 주제에 해피엔딩을 어거지로 만들려고 무리수를 두는 장면이 많았음 후반부에 악역인것처럼 등장 시키고 몇초후면 착한사람 돼있음 이게 몇번 반복..차라리 해피엔딩말고 무섭게 끝...,99 %,부정,"['90년대', '배경', '회사', '무거운', '주제에', '해피엔딩을', '어거지로', '만들', '무리수를', '두는', '장면', '많았음', '후반부', '악역인것처럼', '등장', '시키고', '몇초후면', '착한사람', '돼있음', '이게', '몇번', '반복..차라리', '해피엔딩말고', '무섭게', '끝...']"
음...좀 유치함...ㅎㅎ,76 %,부정,"['음...좀', '유치']"
전날 잠 푹자고 일어났는데도 잠깐 졸았어요 사건들이 그냥 잔잔해요 계속~~~~주동자찾고 중간에 감동요소 한 개 넣어놓고 휴...,69 %,부정,"['전날', '잠', '푹자고', '일어났는데도', '잠깐', '졸았어요', '사건들이', '그냥', '잔잔해요', '계속~~~~주동자찾고', '중간에', '감동', '한', '개', '넣어놓고', '휴...']"
6천원 정부 할인과 2천원 신용카드 할인으로 내 돈 5천원 주고 봤다. 할인 안 받고 봤으면 아까울 뻔했다.,99 %,부정,"['6천원', '정부', '할인과', '2천원', '신용카드', '할인으로', '내', '돈', '5천원', '주고', '봤다.', '할인', '안', '받고', '봤으면', '아까', '뻔했다.']"
그냥 시간 때우기용 영화,98 %,부정,"['그냥', '시간', '때우기용', '영화']"
결말 돌았음?? 잘 만들어놓고 결말을 뭐 이딴식으로지어놓냐. 막판 20분 손가락 오그라들었음.,77 %,부정,"['결말', '돌았음??', '잘', '만들', '결말', '뭐', '이딴식으로지어놓냐.', '막판', '20', '손가락', '오그라']"
예고편에 나온게 다임...,99 %,부정,"['예고편에', '나온게', '다임...']"
"기대1도안하고봤는데에도, 뻔한내용, 배우들의 연기도오버스럽고, 전체적으로 지루했음 나가려다 돈아까워서 참았는데보고 후회했음 시간도 아까웠음.",98 %,부정,"['기대', '뻔한', '배우', '연기', '전체적으로', '지루', '나가려다', '돈아까워서', '참았는데보고', '후회했음', '시간', '아까']"
진짜 재미없음... 진짜 이렇게 시간 안가는 영화는 처음이네요. ..ㅠㅠ 돈낭비.. 영화배우들은 너무 예뻐요,99 %,부정,"['진짜', '재미', '진짜', '이렇게', '시간', '안가는', '영화', '처음', '..', '돈낭비..', '영화', '너무', '예뻐요']"
평소 애정하는 배우가 나와보러간거긴 하지만기대 이상 좋았습니다,98 %,긍정,"['평소', '애정하는', '배우', '나와보러간거긴', '하지', '이상', '좋았습니다']"
정말....노잼이었어요...진심,99 %,부정,['정말']
저만 이상해요? 배우 연기들은 좋은데 내용이 식상하고 지루해요..보다 나왔음 ㅠㅠ,99 %,부정,"['저만', '이상해요?', '배우', '연기', '좋은', '내용', '식상하고', '지루', '나왔음', 'ㅠㅠ']"
뭐가 재밌다는 건지요 .. ㅋㅋ,86 %,부정,"['뭐가', '재밌', '건지요', '..', 'ㅋㅋ']"
뻔하디 뻔한 한국영화....시간아까웠음,99 %,부정,"['뻔하', '뻔한', '한국영화']"
"응답하라를 흉내냈다기엔 개성이 떨어지고 미생을 흉내냈다기엔 현실성이 개막장 수준. 네이버평점이 6점 아니 7점만 됐어도 그나마 참고할만한 수준이었겠는데 9점대라고?ㅋㅋ 영화에 나온 대사를 빌자면.. 이 썁새꺄, 평점...",97 %,부정,"['응답하라를', '흉내냈다기엔', '개성이', '떨어지고', '미생을', '흉내냈다기엔', '현실', '개막장', '수준.', '네이버평점이', '6점', '아니', '7점만', '됐어도', '그나마', '참고할만한', '수준이었겠는데', '9점대', '영화', '나온', '대사', '빌자면..', '이', '썁새꺄,', '평점']"
"신파 심하고 억지감동 유발하는 영화, 나름 코믹적인 요소도 넣을려고 애썼지만 그마저도 억지스러워서 보는 내내 손발이 오그라듬",99 %,부정,"['신파', '심하고', '억지', '유발하는', '영화', '나름', '코믹적인', '요소도', '넣을려고', '애썼지만', '그마저도', '억지', '보는', '내내', '손발이', '오그라']"
재미나게 잘 봤어요ㅎㅎ,99 %,긍정,"['재미', '잘', '봤어요']"
대기업 비리 운운하지말고 영화계 평점알바나 좀 평정좀해봐라 ㅋㅋ 어휴,88 %,부정,"['대기업', '비리', '운운하지말고', '영화', '평점', '좀', '평정좀해봐라', 'ㅋㅋ', '어휴']"
Si bal 평론가랑 관람객새끼들 전부 돈받아쳐먹었나...평점뭔데? 나만 다른영화를 봤냐?? 세얼간이 보헤미안랩소디 이런영화에 5점 6점주던평론가들 여기는 왜 7점인데?? 나만이해가안가??? 내가 미친놈인가? 니들이...,95 %,부정,"['Si', 'bal', '평론가랑', '관람', '전부', '돈받아쳐먹었나...평점뭔데?', '나만', '다른영화를', '봤냐??', '세얼간이', '보헤미안랩소디', '이런', '5점', '6점주던평론가들', '여기는', '왜', '7점인데??', '나만이해가안가???', '내가', '미친놈인가?', '니들이...']"
저능아 열등감 덩어리 페미만 빨아줄만한 영화. 유치함 그 자체,98 %,부정,"['저능아', '열등감', '덩어리', '페미', '빨아줄만한', '영화', '유치', '그', '자체']"
노잼. 그리고 남자배우들 다 별로...ㅠㅠ,99 %,부정,"['노잼', '그리고', '남자', '다', '별로']"
니네 진짜 이게 재밋어서 평점을 이렇게 매긴거냐?,68 %,부정,"['니네', '진짜', '이게', '재밋어서', '평점', '이렇게', '매긴거냐?']"
걱정하지말고들 보시길..너무재미있었음.뻔할것 같은스토리 전혀 뻔하지 않았고..주인공들 너무 다  매력적인 연기 ~,99 %,긍정,"['걱정하지말고들', '보시길..너무재미있었음.뻔할것', '같은', '전혀', '뻔하', '않았', '너무', '다', '매력', '연기', '~']"
아..평점에 낚였다진짜 계속 하품하면서봄긴장감이고 웃음요소 1도 없음,96 %,부정,"['아..평점에', '낚였다진짜', '계속', '하품하면서봄긴장감이고', '웃음', '1도', '없음']"
영화 제목과 다른 영화 뻔한 스토리공감되지 않는 내용걸캅스를 약간 고급(?)화 한 느낌,98 %,부정,"['영화', '제목', '다른', '영화', '뻔한', '스토리', '않는', '내용', '약간', '고급(?)화', '한', '느낌']"
취지는 좋았으나 딱 그뿐,98 %,부정,"['취지는', '좋았', '딱', '그뿐']"
후반부에 너어어어어무 힘빠지더라. 끝까지 신경썻으면 써니 급이었을텐데....,90 %,부정,"['후반부', '너어어어어무', '힘빠지더라.', '끝까지', '신경썻으면', '써니', '급이었을텐데....']"
주연들의 토익점수가 기대되네요.,84 %,긍정,"['주연들의', '토익점수가', '기대']"
"영화의 기-승-전-결 마다 '어떻게 이렇게 못만들 수 있지?'라고 생각하면서 봤습니다. 이것 저것 담고싶은 주제는 많은데 깊이는 없고 연결이 되지 않아 뚝뚝 끊기고 각본과 연출, 외국인 연기자들의 되도...",99 %,부정,"['영화', '기-승-전-결', '마다', ""'어떻게"", '이렇게', '못만들', '수', ""있지?'라고"", '생각', '봤습니다', '이것', '저것', '담고싶은', '주제는', '많은', '깊이는', '없고', '연결이', '되지', '않아', '뚝뚝', '끊기고', '각본과', '연출', '외국인', '연기', '되도...']"
존잼.... ㅠㅜ 진짜 내용도재밋고 연기도 ㅋㅋㅋ꼭보세옹,99 %,긍정,"['존잼....', 'ㅠㅜ', '진짜', '내용', '연기', 'ㅋㅋ']"
3분에 케미에 푹빠져서 시간가는지 몰랐어요,97 %,긍정,"['3분에', '케미', '푹빠져서', '시간', '몰랐어요']"
삼진 그룹 토익반 재밌게 보았습니다,84 %,부정,"['삼진', '그룹', '토익반', '재밌', '보았습니다']"
"재밌었어요ㅎㅎ 마지막이 조금 억지스러운 연출이 있긴했는데, 전체적으로 잘 만든 영화에요",99 %,긍정,"['재밌', '마지막', '조금', '억지', '연출', '있긴했는데,', '전체적으로', '잘', '만든', '영화']"
데어 이즈 노 임파서블 비커즈 위 아 그레잍,94 %,부정,"['데어', '이즈', '노', '임파서블', '비커즈', '위', '아', '그레잍']"
주인공 세 명 매력철철~~ 그들 때문에 재밌을 수 밖에 없는 영화~~~~,95 %,긍정,"['주인공', '세', '명', '매력', '그들', '때문에', '재밌', '수', '밖에', '없는', '영화']"
최대리의 행동이 조금 이해가 안 됐지만 너무 잘 봤어요. 여자들의 도전과 성과와 성공이 너무 쩌릿합니다.,98 %,긍정,"['최대리의', '행동이', '조금', '이해', '안', '됐지만', '너무', '잘', '봤어요', '여자', '도전과', '성과와', '성공이', '너무', '쩌릿합니다.']"
중간중간 킬포가 많아요 재밌어요#~# 글구 김종수 배우님 연기 정말 최고에요,99 %,긍정,"['중간', '킬포가', '많아', '재밌', '글구', '김종수', '배우', '연기', '정말', '최고']"
박혜수님 너무 귀엽다.,92 %,긍정,"['박혜수', '너무', '귀엽다.']"
많은걸담으려한게 보입니다 진짜 재밌게봤어요  공부하고싶어져요 막 ㅋㅋ 열심히 살고싶어짐,99 %,긍정,"['많은', '보입니다', '진짜', '재밌', '공부하고싶어져요', '막', 'ㅋㅋ', '열심히', '살고싶어짐']"
간만에 가슴이 뜨거워지는 영화.회계부장님과 사원 간의 장면은 많은여운과 어떻게 살아야하는지를 보여주는거 같았음.,99 %,긍정,"['간만에', '가슴이', '뜨거워지는', '영화', '사원', '간의', '장면', '많은', '어떻게', '살아야하는지를', '보여', '같았음.']"
주인공들을 꼬옥 안아주고싶다 몇몇 부당대우에 눈물이 나기도 했지만 정의를 찾아가는 모습이 대견하다,60 %,긍정,"['주인공', '꼬옥', '안아주고싶다', '몇몇', '부당대우에', '눈물이', '나기도', '했지만', '정의를', '찾아가는', '모습이', '대견하다']"
페미 영화라는 얘길 듣고 허겁지겁 달려왔습니다.,93 %,부정,"['페미', '영화', '얘길', '듣고', '허겁지겁', '달려왔습니다.']"
확재미잇다는 아니지만 한국에서 나오기힘든 여자배우들위주로 극을끌고간연출좋음 결말조금 유치하지만 이해할수 있는수준. 어떻게보면 코로나 수혜작. 대작영화가많이개봉했다면 과연극장에서 내가 이영화를 봤을까? 여배우들 조연까...,94 %,긍정,"['확재미잇다는', '아니', '한국', '나오', '여자', '극을끌고간연출좋음', '결말', '유치', '이해', '있는', '어떻게보면', '코로나', '수혜작.', '대작영화가많이개봉했다면', '과연극장에서', '내가', '이영화', '봤을까?', '여배우들', '조연까...']"
소소한 재미 그냥 딱 중간쯤....  전 개인적으로 괜찮았어요. 호불호 갈릴수 있을듯 합니다.,99 %,긍정,"['소소한', '재미', '그냥', '딱', '중간', '전', '개인적으로', '괜찮', '호불호', '갈릴수', '있을듯', '합니다.']"
믿고보는 이솜배우님..,92 %,긍정,"['믿고보는', '이솜']"
일끝나고 재밌게 보고 왔습니다. 사회초년생인데 공감도 가고 자극도 되는 흥미진진한 스토리였고 영상과 연출도 세련되고 재밌었어요^^,99 %,긍정,"['일끝나고', '재밌', '보고', '왔습니다.', '사회', '공감', '가고', '자극도', '되는', '흥미진진한', '스토리', '영상과', '연출', '세련되고', '재밌']"
서사도 탄탄하고 무겁지 않은 연출과 생각하게 되는 대사들까지 좋았다.더 나은 세상이 되어가는 과정 속에 시련과 고난은 반드시 따라오는것 같다.,99 %,긍정,"['서사도', '탄탄하고', '무겁지', '않은', '연출', '생각', '되는', '대사', '좋았', '나은', '세상', '되어가는', '과정', '속에', '시련과', '고난은', '반드시', '따라오는것', '같다.']"
기대이상 넘재밌음!!시간순삭!!,99 %,긍정,"['기대', '넘재밌음!!시간순삭!!']"
90년대 느낌 물씬! 그때가 그립다!,52 %,긍정,"['90년대', '느낌', '물씬!', '그때가', '그립다!']"
진짜 너무너무 재밌어요! 루즈한 부분도 없고 시간가는 줄 모르고 봤습니다. 연기 연출도 다 좋았어요ㅠㅠ 꼭 보세요!,99 %,긍정,"['진짜', '너무', '재밌', '루즈한', '부분도', '없고', '시간', '줄', '모르', '봤습니다', '연기', '연출', '다', '좋았어요', '꼭', '보세요']"
"시사회로 보고 왔는데 요즘 본 영화 중 그나마 제일 재밌었음 뻔한 내용이지만 나름 스토리 잘 풀어내고 배우들 캐릭터도 잘 맞고, 일단 옷들이 너무 예쁘고 소화도 잘하는 배우님들 보고 반했습니다. 시간 난다면 보면 좋...",99 %,긍정,"['시사', '보고', '왔는데', '요즘', '본', '영화', '중', '그나마', '제일', '재밌', '뻔한', '내용', '나름', '스토리', '잘', '풀어', '배우', '캐릭터', '잘', '맞고,', '일단', '옷들이', '너무', '예쁘고', '소화도', '잘하', '배우', '보고', '반했습니다.', '시간', '난다면', '보면', '좋...']"
내 예상 클리셰를 다 빗껴가서 더 재밌었다!위기에 심장 쫄깃하다가 베프들이 너무 믿음직스러워서  갑자기 안심함ㅋㅋㅋ,80 %,긍정,"['내', '예상', '클리셰를', '다', '빗껴가서', '더', '재밌', '심장', '쫄깃하다가', '베프들이', '너무', '믿음직스러워서', '갑자기', '안심함ㅋㅋㅋ']"
지금 보고 왔는데 올해 본 영화중에 제일 재밌게 봤어요~~!^^간만에 본 웰메이드 영화!! 강추합니다!,99 %,긍정,"['지금', '보고', '왔는데', '올해', '본', '영화', '제일', '재밌', '봤어요', '본', '웰메이드', '영화', '강추']"
이솜 죽도록 사랑혀..,54 %,긍정,"['이솜', '죽도록', '사랑']"
연출도 몰입감있게 잘 흘러가고 배우분들 연기도 너무 좋았어요! 시국만 아니라면 한번 더 보고 싶은 영화,98 %,긍정,"['연출', '몰입', '잘', '흘러가고', '배우', '연기', '너무', '좋았어요', '시국만', '아니', '한번', '더', '보고', '싶은', '영화']"
이런 여성 영화들이 많이 만들어지길 희망합니다,72 %,긍정,"['이런', '여성', '영화', '많이', '만들', '희망합니다']"
재미 도 없고 감동도 없고 웃기지도 않는 영화.드라마 영화에서 예전부터 나오는 흔한 스토리 ㅠㅠ,99 %,부정,"['재미', '도', '없고', '감동', '없고', '웃기지도', '않는', '영화', '영화', '예전부터', '나오는', '흔한', '스토리', 'ㅠㅠ']"
별루 기대 안하고 본 영환데 너무 감명 깊게 봤음^^!,99 %,긍정,"['별루', '기대', '안하고', '본', '영환데', '너무', '감명', '깊게', '봤음^^!']"
가족과 함께 봐도 좋을 영화예요~,99 %,긍정,"['가족과', '함께', '봐도', '좋을', '영화']"
"가족, 친구, 연인 누구와 봐도 좋을 영화인거 같아요ㅎㅎ",98 %,긍정,"['가족,', '친구,', '연인', '누구와', '봐도', '좋을', '영화', '같아요']"
가슴 따뜻해지는 감동을 느낄 수 있는 영화입니다^^,99 %,긍정,"['가슴', '따뜻해지는', '감동', '느낄', '수', '있는', '영화']"
"너무 무겁지 않지만 메시지는 묵직하게, 잔잔한 단맛이 오래 남는 영화",99 %,긍정,"['너무', '무겁지', '않지만', '메시지는', '묵직하게,', '잔잔한', '단맛이', '오래', '남는', '영화']"
가슴에 깊은 울림을 주는 영화 최고!!그냥 돈을 벌기 위한 일이 아닌 조금이라도 사회에 도움이되는 일을 하면 그저그런 평범한 하루가 멋진 하루가 될것이다~~,96 %,긍정,"['가슴에', '깊은', '울림을', '주는', '영화', '최고', '돈을', '벌기', '위한', '일이', '아닌', '조금이라도', '사회', '도움이되는', '일을', '하면', '그저그런', '평범한', '하루가', '멋진', '하루가', '될것이다~~']"
레트로 90년대 감성 잘살림 . 2시간 지루하지 않는 연기와 연출 ..최근 영화중 최고,99 %,긍정,"['레트로', '90년대', '감성', '잘살림', '.', '2시간', '지루', '않는', '연기', '연출', '..', '영화', '최고']"
중간중간 너무 먹먹했어요,64 %,긍정,"['중간', '너무', '먹먹했어요']"
대사 하나하나 필기해놓고 싶은 심정이였어요...너무 재밌었어요,76 %,긍정,"['대사', '하나', '필기해놓고', '싶은', '심정이였어요...너무', '재밌']"
팬시하면서 귀엽고 사랑스러운 영화임.복잡하지않고 심플하게 볼수 있는 점도 장점.,94 %,긍정,"['팬시하면서', '귀엽고', '사랑', '영화', '심플하게', '볼수', '있는', '점도', '장점.']"
최고 진짜 .. 올해 본 영화중 젤 재밌었음,99 %,긍정,"['최고', '진짜', '..', '올해', '본', '영화', '젤', '재밌']"
보다가 담들고 중간에 나왔습니다. 감동도 재미도 없는 최악의 영화입니다.,99 %,부정,"['보다', '담들고', '중간에', '나왔습니다.', '감동', '재미', '없는', '최악의', '영화']"
줄거리 뻔하고 코미디 안웃기고 코믹코드 오글거리고 마지막에 오글거림 스토리 다양한척 빠른척 하지만 별내용 없고. 신파연출도 잇지만 눈물도 감동도 없음 그냥 진짜 볼거없을때 킬링타임용영화 엄청후하게 주는편인데 별하나가...,99 %,부정,"['줄거리', '뻔하', '코미디', '안웃기고', '코믹코드', '오글거', '마지막', '오글거', '스토리', '다양한척', '빠른척', '하지', '별내용', '없고', '신파', '잇지만', '눈물도', '감동', '없음', '그냥', '진짜', '볼거없을때', '킬링타임용영화', '엄청후하게', '주는편인데', '별하나가...']"
진심으로 이게 재밋냐 무신 중딩이냐먼 감동을 주냐...ㅎㅎㅎ끝에 결국 나옴...ㅠ 평점 개 낚 ㅠ,95 %,부정,"['진심으로', '이게', '재밋냐', '무신', '중딩이냐먼', '감동', '주냐...ㅎㅎㅎ끝에', '결국', '나옴...ㅠ', '평점', '개', '낚', 'ㅠ']"
배우들 연기도 뛰어나고 오랜만에 재밌는 한국 영화 보고 왔습니다.,99 %,긍정,"['배우', '연기', '뛰어나고', '오랜만에', '재밌', '한국', '영화', '보고', '왔습니다.']"
기대보다 재밌었습니다,88 %,긍정,"['기대', '재밌']"
"기대를 하지 않고 봤는데, 재밋고, 유익한 영화이었네요,, 감사합니다.",98 %,긍정,"['기대', '하지', '않고', '봤는데', '재밋고,', '유익한', '영화', '감사합니다.']"
평점 알바들이 활개치는 . 시간죽이기용 영화,90 %,부정,"['평점', '알바', '활개치는', '.', '시간', '영화']"
"걍 개 꼴페미 영화임ㅋㅋㅋ 평점은 꼴페미들이 좌표 찍어서 지들도 ㅈ노잼인데 와가지고 10점씩 줘서 그럼ㅋㅋㅋㅋ 그거에 낚여서 본 사람들 시간, 돈 버림ㅋㅋ",99 %,부정,"['걍', '개', '꼴페미', '영화', '평점', '꼴페미들이', '좌표', '찍어서', '지들도', 'ㅈ노잼인데', '와가지고', '10', '줘서', '그럼ㅋㅋㅋㅋ', '그거에', '낚여서', '본', '사람들', '시간', '돈', '버림ㅋㅋ']"
재미없는데 낚였다.,99 %,부정,"['재미', '낚였다.']"
주 장르인 코미디랑은 거리가 많이 먼 느낌..,83 %,부정,"['주', '장르인', '코미디랑은', '거리가', '많이', '먼', '느낌']"
모두의 뛰어난 연기력으로 1995년 시대상을 추억해봅니다! 양심있는 누군가의 열정으로 통쾌했던 영화였습니다. 모두가 주인공!!!,97 %,긍정,"['모두', '뛰어난', '연기', '1995년', '시대', '추억해봅니다!', '양심있는', '누군가의', '열정으로', '통쾌', '영화', '모두', '주인공']"
고아성 사자 닮았어요 ㅡ.ㅡ,88 %,부정,"['고아성', '사자', '닮았어요', 'ㅡ.ㅡ']"
존나 재밌어요.  느낌이 잘 만든 한국판 히든피겨스 같았음. 영화 90프로는 스토리가 다 거기서 거기라고 생각해서 연출 중심으로 감상하는데 이건 완전 스토리로 승부하는 10퍼의 영화였네여 ㅇㅇ신파 아니라 좋았음. (...,91 %,부정,"['존나', '재밌', '느낌', '잘', '만든', '한국', '히든피겨스', '같았음.', '영화', '90', '스토리', '다', '거기서', '거기라고', '생각', '연출', '중심으로', '감상하는데', '이건', '완전', '스토리', '승부하는', '10', '영화', 'ㅇㅇ신파', '아니', '좋았', '(...']"
감각적인 연출이 재밌었고 다양한 스토리를 잘 녹여낸거 같아요,99 %,긍정,"['감각적인', '연출', '재밌', '다양한', '스토리', '잘', '녹여낸거', '같아요']"
가족이랑 같이보기 좋은 영화! 세명의 배우가 각기 다른 매력을 확실하게 보여줘서 더 재밌었어요:),99 %,긍정,"['가족이랑', '같이', '좋은', '영화', '세명의', '배우', '각기', '다른', '매력', '확실하게', '보여', '더', '재밌']"
보다가 나왔어요..ㅠㅠ,56 %,부정,"['보다', '나왔어요..ㅠㅠ']"
잘봤습니다 잘봤습니다,64 %,긍정,"['잘봤습니다', '잘봤습니다']"
이 영화를 극장가서 돈주고볼빠엔 닭근혜 오바마 옆에서 어버버 말도 제대로 못하고 쩔쩔매는 영상이나 유튜브에서 볼란다~그게 더 재미남! ㅋ,94 %,부정,"['이', '영화', '극장', '돈주고볼빠엔', '닭근혜', '오바마', '옆에서', '어버버', '말도', '제대로', '못하고', '쩔쩔매는', '영상이나', '유튜브에서', '볼란다~그게', '더', '재미', 'ㅋ']"
여자는 언제나 정의여야 하고 그에 거스르는 남자를 비롯한 세상은 모두 악이어야 한다는 페미식 이분법적 구도를 뼈대로 짜맞춘 시대신파극.,92 %,부정,"['여자', '언제나', '정의여야', '하고', '그에', '거스르는', '남자', '비롯한', '세상', '모두', '악이어야', '한다는', '페미', '이분법적', '구도를', '뼈대로', '짜맞춘', '시대']"
개지루ㅡ 지금보고있으면서  열받아 적는다,98 %,부정,"['개지루ㅡ', '지금', '열받아', '적는다']"
"무리한 설정으로 스토리가 전혀 현실적이지 않음.  90년대 초반 대기업에 입사해서, 청소하는 여상 회사원은 없었음.  중소기업이나, 아주 작은 회사에서나 볼 법한 설정.  주인공들의 캐릭터가 너무 억지스러움.  요새...",99 %,부정,"['무리한', '설정으로', '스토리', '전혀', '현실', '않음.', '90년대', '초반', '대기업에', '입사해서,', '청소하는', '여상', '회사', '없었', '중소기업이나,', '아주', '작은', '회사', '볼', '법한', '설정.', '주인공', '캐릭터', '너무', '억지', '요새...']"
페미코인 타는 근본도 없는 쓰레기 영화,99 %,부정,"['페미', '타는', '근본도', '없는', '쓰레기', '영화']"
지루하게 이끌지도 않으면서 너무너무 재미있는 반전 영화였습니다~~~,98 %,긍정,"['지루', '이끌지도', '않으면서', '너무', '재미', '반전', '영화']"
오랜만에 엔딩크레딧 끝까지 보고 온 영화였습니다!,89 %,긍정,"['오랜만에', '엔딩크레딧', '끝까지', '보고', '온', '영화']"
간과해서는 안되는 중요한 사회문제에 대해 너무 과하지 않고 가볍게 접근할 수 있었어요.,98 %,긍정,"['간과해서는', '안되', '중요한', '사회', '대해', '너무', '과하지', '않고', '가볍', '접근할', '수', '있었']"
컨셉 잘 잡은 재밌는 영화,85 %,긍정,"['컨셉', '잘', '잡은', '재밌', '영화']"
"기대  안하고 봤는데, 재미있었어요.감동도 있고 대사도 좋았어요~결말에  반전도 있었어요.^^ 추천합니다~~",97 %,긍정,"['기대', '안하고', '봤는데', '재미', '있고', '대사', '좋았어요', '반전', '있었', '추천']"
전혀 내용울 모르고 보았습니다. 진정한 용기가 감동이네요,94 %,긍정,"['전혀', '내용', '모르', '보았습니다.', '진정한', '용기가', '감동']"
"진짜 알바 심각하다 스토리? 빈약하고 늘어지고, 반전? 클리셰 투성이라 엄청 뻔하고.... 아무리 올해 영화가 볼게 없었다지만 이런 영화를 이정도로 찬양하는건 너무 알바스럽자나 ㅋㅋ",99 %,부정,"['진짜', '알바', '심각하다', '스토리', '빈약하고', '늘어지고,', '반전', '클리셰', '투성이라', '엄청', '뻔하', '아무리', '올해', '영화', '볼게', '없었', '이런', '영화', '이정도로', '찬양하는건', '너무', '알바', 'ㅋㅋ']"
준내 재밌어요 사이다 마시는거 같아요,68 %,긍정,"['준내', '재밌', '사이다', '마시는거', '같아요']"
오랜만에 느끼는 화이팅 넘치는 당당한 스토리! 거기에 찰떡같은 캐스팅은 덤ㅎㅎ,74 %,긍정,"['오랜만에', '느끼는', '화이팅', '넘치는', '당당한', '스토리', '거기에', '찰떡같은', '캐스팅은', '덤ㅎㅎ']"
기대이상이네요~^^,96 %,긍정,['기대']
생각보다 너무 재미있게 봤어요 연기들을 다들 너무 잘해서  보는 내내 지루한 틈이 없었습니다   저는  재밌게 잘 봤어요,99 %,긍정,"['생각', '너무', '재미', '봤어요', '연기', '다들', '너무', '잘해서', '보는', '내내', '지루', '틈이', '없었', '저는', '재밌', '잘', '봤어요']"
지극히 “영화같은” 전개와 결말. 그래서 더 마음이 가는.,65 %,부정,"['지극히', '“영화같은”', '전개', '결말', '그래서', '더', '마음이', '가는.']"
재미있어요. 웃음과 감동 반전등 재미요소가 많으며 캐릭터 한명한명 개성이 뚜렷!,95 %,긍정,"['재미', '웃음', '감동', '반전', '재미', '많으며', '캐릭터', '한명한명', '개성이', '뚜렷!']"
"괜찮았어요. 오래기억될만한 영화는 아니지만.젊은 사람들도 저 감성을 이해할려는지 모르겠네요. 50대가 보기에는 예전 생각도 나고 해서 괜찮게 봤어요.초 4,5 같이 봤는데 5,6학년 되어야 보는게 좋을듯 해요.",77 %,긍정,"['괜찮', '오래기억될만한', '영화', '아니', '사람들', '저', '감성', '이해', '모르겠', '50대가', '보기', '예전', '생각', '나고', '해서', '괜찮', '봤어요', '4,5', '같이', '봤는데', '5,6학년', '되어야', '보는', '좋을듯', '해요.']"
"예상대로 너무 현실적이면서도 재미있었어요오랫만에 극장가서 봤는데 보길 잘 했다는생각했어요, 배우들 다 멋지고 특히 이솜 배우 짱!",99 %,긍정,"['예상대로', '너무', '현실', '재미', '극장', '봤는데', '보길', '잘', '했다는생각했어요,', '배우', '다', '멋지고', '특히', '이솜', '배우', '짱!']"
"누군가에게 아름다웠을 그시절, 누군가에게 꿈이었을 그시절",99 %,긍정,"['누군가에게', '아름다웠을', '그시절,', '누군가에게', '꿈이었을', '그시절']"
"돼지목에 진주목걸이 라는 말이 딱 잘 어울리는 영화 ,,^^,, 그치만 박혜수님 연기 정말 좋게 잘 봤습니다! :)",99 %,긍정,"['돼지목에', '진주목걸이', '라는', '말이', '딱', '잘', '어울리는', '영화', ',,^^,,', '그치만', '박혜수', '연기', '정말', '좋게', '잘', '봤습니다', ':)']"
스토리 탄탄..재미있군요,95 %,긍정,"['스토리', '탄탄..재미있군요']"
오랜만에 유쾌.상쾌.통쾌,99 %,긍정,"['오랜만에', '유쾌']"
제가 올해 본 영화중에 젤 재미있게 봤어요^^,99 %,긍정,"['제가', '올해', '본', '영화', '젤', '재미', '봤어요']"
배우들의 연기는 말할것도 없고 시나리오와 연출도 완급조절이 잘 된ㅋㅋ,92 %,긍정,"['배우', '연기', '말할것도', '없고', '시나리오와', '연출', '완급조절이', '잘', '된ㅋㅋ']"
레트로 감성 제대로 풍기는 너무 재밌었던 영화~~,97 %,긍정,"['레트로', '감성', '제대로', '풍기는', '너무', '재밌', '영화']"
전부 연기력도 좋으시고 다들 캐릭터를 잘살려내셨어요! 유희열의 스케치북에서 노래부르신것보고 영화보게되었는데 오랜만에 즐겁고 감동의 시간을 가졌네요ㅎㅎ 연기하신모든 배우님들 수고하셨습니다♡,92 %,긍정,"['전부', '연기', '좋으시고', '다들', '캐릭터', '잘살려내셨어요!', '유희열의', '스케치북에서', '노래부르신것보고', '영화', '오랜만에', '즐겁고', '감동', '시간', '가졌네요ㅎㅎ', '연기', '배우', '수고하셨습니다♡']"
직장인에게 공감가는 스토리,60 %,긍정,"['직장인에게', '공감', '스토리']"
재밌게봤습니다 ㅎㅎㅎ,95 %,긍정,"['재밌', 'ㅎㅎ']"
억지로 유쾌한 영화 마지막에 후반부는 진짜 뇌절이었다,78 %,부정,"['억지', '유쾌', '영화', '마지막', '후반부', '진짜', '뇌절이었다']"
람보야,80 %,부정,['람보야']
세상이 불평등하다는 망상에 사로잡힌 자들만 공감할 법한 망작,99 %,부정,"['세상', '불평등하다는', '망상에', '사로잡힌', '자들만', '공감', '법한', '망작']"
